tweet_id,date_time,source,name,breed,stage,rating_num,retweet_count,favorite_count,img_url,dog_count,text
890006608113172480,2017-07-26 00:31:25,Twitter for iPhone,Koda,Samoyed,,13.0,6154,27047,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek
889880896479866881,2017-07-25 16:11:53,Twitter for iPhone,Bruno,French bulldog,,13.0,4168,24571,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy
889665388333682689,2017-07-25 01:55:32,Twitter for iPhone,None,Pembroke,puppo,13.0,8353,42071,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10
889638837579907072,2017-07-25 00:10:02,Twitter for iPhone,Ted,French bulldog,,12.0,3718,23683,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist
889531135344209921,2017-07-24 17:02:04,Twitter for iPhone,Stuart,Golden retriever,puppo,13.0,1884,13356,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek
889278841981685760,2017-07-24 00:19:32,Twitter for iPhone,Oliver,Whippet,,13.0,4447,22131,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek
888917238123831296,2017-07-23 00:22:39,Twitter for iPhone,Jim,Golden retriever,,12.0,3765,25648,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both
888804989199671297,2017-07-22 16:56:37,Twitter for iPhone,Zeke,Golden retriever,,13.0,3537,22480,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best
888554962724278272,2017-07-22 00:23:06,Twitter for iPhone,Ralphus,Siberian husky,,13.0,2879,17319,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,1,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af
888078434458587136,2017-07-20 16:49:33,Twitter for iPhone,Gerald,French bulldog,,12.0,2895,19155,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway
887705289381826560,2017-07-19 16:06:48,Twitter for iPhone,Jeffrey,Basset,,13.0,4535,26632,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic
887517139158093824,2017-07-19 03:39:09,Twitter for iPhone,,,,14.0,9856,40739,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy)
887473957103951883,2017-07-19 00:47:34,Twitter for iPhone,Canela,Pembroke,,13.0,15031,60212,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,1,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her
887343217045368832,2017-07-18 16:08:03,Twitter for iPhone,None,Mexican hairless,,13.0,8816,29599,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo)
887101392804085760,2017-07-18 00:07:08,Twitter for iPhone,None,Samoyed,,12.0,4993,26993,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof
886983233522544640,2017-07-17 16:17:36,Twitter for iPhone,Maya,Chihuahua,,13.0,6321,30395,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,1,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in
886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,Mingus,Kuvasz,,13.0,2632,10500,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help"
886680336477933568,2017-07-16 20:14:00,Twitter for iPhone,Derek,,,13.0,3737,19739,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal
886366144734445568,2017-07-15 23:25:31,Twitter for iPhone,Roscoe,French bulldog,pupper,12.0,2631,18553,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe
886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,Waffles,Pug,,13.0,5293,24533,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles
885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,Jimbo,Blenheim spaniel,,12.0,5617,28622,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution
885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,Maisey,Pug,,13.0,5331,31612,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly
885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,None,Malamute,,13.0,3670,19265,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,1,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10
884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,Earl,Italian greyhound,,12.0,15032,67309,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl"
884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,Lola,Chow,,13.0,4676,24390,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola
884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,Kevin,Pug,,13.0,3913,21332,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,This is Kevin. He's just so happy. 13/10 what is your secret Kevin
884441805382717440,2017-07-10 15:58:53,Twitter for iPhone,None,Pembroke,,14.0,4793,23873,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)"
884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,Yogi,German shepherd,doggo,12.0,2506,17947,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo
883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,Noah,Doberman,,12.0,2865,19178,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy
883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,Bella,Golden retriever,,13.5,8274,40218,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10"
883360690899218434,2017-07-07 16:22:55,Twitter for iPhone,Grizzwald,Chow,,13.0,3084,19958,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck
883117836046086144,2017-07-07 00:17:54,Twitter for iPhone,None,Golden retriever,,13.0,5537,32527,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,1,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat"
882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,Rusty,Eskimo dog,,13.0,3248,20991,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy
882762694511734784,2017-07-06 00:46:41,Twitter for iPhone,Gus,Labrador retriever,pupper,12.0,4099,24805,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl
882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,Stanley,Pembroke,,13.0,5064,24610,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi)
882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,Alfy,Golden retriever,,13.0,9636,39209,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸
882045870035918850,2017-07-04 01:18:17,Twitter for iPhone,Koko,Golden retriever,,13.0,4084,25738,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko"
881906580714921986,2017-07-03 16:04:48,Twitter for iPhone,Rey,Weimaraner,,12.0,2855,21452,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable
881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,Gary,Saluki,,13.0,8964,44569,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely
881536004380872706,2017-07-02 15:32:16,Twitter for iPhone,,Samoyed,pupper,14.0,13404,43461,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af  (IG: puffie_the_chow)
881268444196462592,2017-07-01 21:49:04,Twitter for iPhone,Elliot,,,12.0,4494,20491,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet
880935762899988482,2017-06-30 23:47:07,Twitter for iPhone,Louis,,,13.0,2333,15055,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking
880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,None,Pembroke,,12.0,3200,18718,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10
880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,Bella,Golden retriever,,12.0,5215,25039,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop
880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,Jesse,Chihuahua,,12.0,3468,23679,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well
880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,None,Miniature pinscher,,11.0,3654,24347,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10
879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,Romeo,Basset,,13.0,2930,19716,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,1,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10
879492040517615616,2017-06-27 00:10:17,Twitter for iPhone,Bailey,German short-haired pointer,,12.0,2628,20716,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10
879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,Duddles,English springer,,13.0,37463,92909,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici)
879376492567855104,2017-06-26 16:31:08,Twitter for iPhone,Jack,Labrador retriever,,12.0,2650,14867,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by
879050749262655488,2017-06-25 18:56:45,Twitter for iPhone,Steven,,,11.0,3957,19815,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet
879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,Beau,Vizsla,,13.0,2244,16786,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs
878776093423087618,2017-06-25 00:45:22,Twitter for iPhone,Snoopy,Italian greyhound,puppo,13.0,3435,17139,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,1,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth
878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,Shadow,Basset,,13.0,1078,6780,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below"
878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,Emmy,French bulldog,,14.0,5743,37155,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved
877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,Aja,Chesapeake bay retriever,,13.0,15814,69323,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,1,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again
877556246731214848,2017-06-21 15:58:08,Twitter for iPhone,Penny,Basset,,12.0,3169,19908,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options
877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,Dante,Saluki,,13.0,4348,24145,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy"
877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,Nelly,Pembroke,,12.0,4629,23873,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop
876838120628539392,2017-06-19 16:24:33,Twitter for iPhone,Ginger,Bloodhound,pupper,12.0,2805,18220,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately
876484053909872640,2017-06-18 16:57:37,Twitter for iPhone,Benedict,Golden retriever,,13.0,2001,16573,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy
876120275196170240,2017-06-17 16:52:05,Twitter for iPhone,Venti,Bernese mountain dog,,13.0,3905,24697,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite"
875747767867523072,2017-06-16 16:11:53,Twitter for iPhone,Goose,Labrador retriever,,13.0,3584,22120,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl"
875144289856114688,2017-06-15 00:13:52,Twitter for iPhone,Nugget,Siberian husky,,13.0,4159,19424,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene
875021211251597312,2017-06-14 16:04:48,Twitter for iPhone,None,West highland white terrier,,12.0,3974,22558,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,1,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck
874680097055178752,2017-06-13 17:29:20,Twitter for iPhone,Cash,Labrador retriever,,12.0,3919,24609,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly
874296783580663808,2017-06-12 16:06:11,Twitter for iPhone,Jed,Cocker spaniel,pupper,13.0,3483,22978,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract
874057562936811520,2017-06-12 00:15:36,Twitter for iPhone,None,Flat-coated retriever,,12.0,3378,20127,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10"
874012996292530176,2017-06-11 21:18:31,Twitter for iPhone,Sebastian,Cardigan,puppo,13.0,8597,30125,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,1,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo"
873580283840344065,2017-06-10 16:39:04,Twitter for iPhone,None,Newfoundland,,13.0,3344,21387,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly"
873213775632977920,2017-06-09 16:22:42,Twitter for iPhone,Sierra,Vizsla,pupper,12.0,1331,6324,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below
872967104147763200,2017-06-09 00:02:31,Twitter for iPhone,None,Labrador retriever,doggo,12.0,4564,24093,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,1,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo
872820683541237760,2017-06-08 14:20:41,Twitter for iPhone,None,Pug,,13.0,3168,13081,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,1,Here are my favorite #dogsatpollingstations  Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10
872620804844003328,2017-06-08 01:06:27,Twitter for iPhone,Monkey,Cocker spaniel,,13.0,3068,18331,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love...
872486979161796608,2017-06-07 16:14:40,Twitter for iPhone,None,Pembroke,,12.0,7722,36112,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10
872122724285648897,2017-06-06 16:07:15,Twitter for iPhone,Kody,Pug,,12.0,6832,30245,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on
871879754684805121,2017-06-06 00:01:46,Twitter for iPhone,Lassie,Shetland sheepdog,,13.0,9249,33122,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10
871762521631449091,2017-06-05 16:15:56,Twitter for iPhone,Rover,Labrador retriever,pupper,12.0,2970,17896,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,1,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10
871515927908634625,2017-06-04 23:56:03,Twitter for iPhone,Napolean,Komondor,doggo,12.0,2942,17895,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,1,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo
871032628920680449,2017-06-03 15:55:36,Twitter for iPhone,Boomer,Kelpie,,13.0,3226,20169,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking"
870804317367881728,2017-06-03 00:48:22,Twitter for iPhone,None,,,11.0,5285,29813,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,1,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10
870656317836468226,2017-06-02 15:00:16,Twitter for iPhone,Cody,Pembroke,,13.0,2210,10898,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,1,This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10  Help Cody here:
870374049280663552,2017-06-01 20:18:38,Twitter for iPhone,Zoey,Golden retriever,,13.0,22761,73983,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10
870308999962521604,2017-06-01 16:00:09,Twitter for iPhone,Rumble,Greater swiss mountain dog,,13.0,3550,19488,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,1,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking"
869772420881756160,2017-05-31 04:27:59,Twitter for iPhone,Dewey,Pembroke,,13.0,8699,38039,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly"
869702957897576449,2017-05-30 23:51:58,Twitter for iPhone,Stanley,Pembroke,,13.0,5387,25076,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley
869596645499047938,2017-05-30 16:49:31,Twitter for iPhone,Scout,Chihuahua,doggo,12.0,2640,14217,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for
869227993411051520,2017-05-29 16:24:37,Twitter for iPhone,Gizmo,Pembroke,,13.0,3201,18148,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well
868880397819494401,2017-05-28 17:23:24,Twitter for iPhone,Walter,French bulldog,,14.0,12266,58014,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,1,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter
868622495443632128,2017-05-28 00:18:35,Twitter for iPhone,None,Labrador retriever,,13.0,4474,23654,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways
868552278524837888,2017-05-27 19:39:34,Twitter for iPhone,Cooper,Whippet,,12.0,1754,8971,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help
